,0_religiosity,0_frequency_religious_practices,0_change_frequency_religious_practices,0_frequency_meditation,0_change_frequency_meditation,0_prior_attention,0_international,0_taking_medication,1_psychedelic_consumed,2_how_times_consumed,2_qualification_experience,2_microdosing_program,2_change_consumption,2_decrease_by_factors,3_psychedelic_but_meaningful,4_psychedelic_last_time,5_psychedelic_reasons,5_other_reason,6_psychoactives_consumed,6_other_psychoactive,7_marihuana,7 stimulants,7_sedatives,7_antidepressants or antipsychotics,7_dissociative,7_mdma,7_other,7_marijuana_decreased_by_external_factors,7_stimulants_decrease_by_external_factors,7_sedatives_reduced_by_external_factors,7_antidepressants or antipsychotics_decreased_by_external_factors,7_dissociative_decreased_by_external_factors,7_mdma_decreased_by_external_factors,7_other_decreased_due_to_external_factors,7_tobacco,7_tobacco_decreased_due_to_external_factors,7_caffeine,7_caffeine_decreased_by_external_factors,7_alcohol,7_alcohol_decreased_by_external_factors,8_calm,8_insurance,8_tense,8_disgusted,8_like_a_fish_in_water,8_changed,8_concerned_possible_problem,8_satisfied,8_scared,8_comfortable,8_confident,8_nervous,8_agitated,8 undecided,8_quiet,8_to_taste,8 worried,8_stunned,8 balanced,8_good,9_good,9_nervous,9_to_taste,9_I_wish_to_be_so_happy,9_sorry_that_failed,9_rested,9_calm_serene_calm,9_difficulties_piling_up,9_I worry_about_unimportant_things,happy,9_bad_thoughts,9_lack_trust,9_insurance,9_decide_quickly,9_out_of_place,9_satisfied,9_unimportant_things_occupy_annoy,9_disappointments_affect,9_person_stable,9_things_between_hands_nervous_tense,10_interested,10 distressed,10_excited_excited,10_affected,10_strong,10_culpable,10_scared,10_aggressive,10 excited,10_satisfied_with_himself,10_irritable,10_awake,10_ashamed,10_inspired,10_nervous,10_decided,10_concentrated,10_agitated,10_active,10_scary,11_I_know_what_I_want_to,11_accept_what_goes_wrong,11_it_imports_to_think_about_the_future,11_I_can_say_what_I_think,11_people_like_me,11_will_achieve_goals,11_story_with_people_who_help,11_in_general_I_get_on_good_with_people,11_I_do_what_I_want,11_capable_of_thinking_life_project,11_accept_mistakes_improve,11_make_decisions_without_hesitating,11_face_obligations_without_problems,12_I_carry_out_plans_until_the_end,12_handling_problems_different_modes,12_do_things_without_depending,12_I keep_interest_important_things,12_take_things_without_concern,12_friendly_withme,12_manage_several_things,12_decided,12_rare_times_I_ask_the_purpose_of_things,12_I_do_things_by_one,12_self_disciplined,12_maintain_interest,12_usually_find_things_to_laugh about,12_confidence_in_my_going_through_difficult_times,12_in_emergencies_you_can_trust_me,12_see_situation_several_points_of_view,12_my_life_has_sense,12_I_don't_insist_in_things_that_I_can't_do_anything,12_meeting_exit_in_difficult_situation,12_I_have_energy_for_what_I_have_to_do,12_I_feel_comfortable_if_there_are_people_who_don't_like_me,13_login_disclaimer_fork,hash
4985,0,5,50,5,50,1,2,2,2,5,71,2,50,0,-999,5,2,-999,"1,2,4,8",-999,50,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,37,true,57,0,74,0,2,1,3,4,1,3,3,2,3,2,2,3,1,2,2,2,2,1,2,2,3,3,2,2,3,2,3,2,3,2,3,3,2,2,3,2,3,4,2,1,3,2,3,2,3,1,3,4,3,2,4,3,1,2,3,3,2,1,3,3,2,1,1,3,2,2,1,2,2,2,1,3,1,3,5,3,3,4,1,5,3,1,4,5,4,6,2,6,7,2,4,4,3,1,2,-2646985340534291657
4986,67,4,37,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30,0,-999,-999,2,2,3,1,1,2,3,2,4,2,2,3,2,3,1,1,2,2,2,2,2,3,2,4,4,1,3,1,3,2,4,3,2,1,3,1,3,4,3,4,4,4,3,4,3,4,5,2,2,2,2,4,4,2,5,4,2,2,2,4,1,1,1,2,1,1,1,1,2,1,2,3,1,6,5,6,5,1,3,7,4,3,2,6,5,5,3,7,7,7,1,7,3,5,2,4957164862985069918
4987,38,3,32,4,0,1,2,2,2,2,72,2,0,0,-999,7,"1,5,6",-999,"1,2,4,8",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,0,true,75,0,0,0,2,1,3,2,2,2,4,2,3,2,2,2,2,4,2,2,3,2,2,2,4,2,3,2,2,1,2,3,3,4,3,2,4,3,2,3,3,2,2,3,4,3,2,3,4,4,2,2,2,3,4,3,2,4,4,3,3,2,2,2,1,1,1,3,1,1,1,1,2,1,1,3,2,5,5,5,6,3,4,4,5,1,3,5,5,6,3,5,6,6,4,5,5,1,2,6231151227807200196
4988,0,5,50,5,50,2,2,2,2,1,100,2,50,0,-999,7,2,-999,"1,8",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,76,0,4,4,1,1,3,1,1,3,1,3,4,1,1,1,4,3,2,1,4,4,4,2,4,1,2,2,3,2,3,4,1,2,4,4,2,4,2,1,4,3,5,1,4,1,4,1,1,1,3,5,2,5,1,3,1,5,4,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,7,5,7,7,6,7,7,7,1,1,7,7,7,7,6,7,7,2,6,7,2,2,585601738400751951
4989,0,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,5,8",-999,44,-999,40,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,0,true,90,0,0,true,2,3,3,4,1,3,3,1,1,2,4,3,2,1,2,1,3,2,2,1,3,3,4,1,1,2,2,1,2,3,1,1,3,4,2,4,2,2,3,1,3,4,1,3,3,1,1,4,3,4,5,2,1,1,3,5,3,3,5,1,1,1,1,1,3,1,1,3,1,1,1,1,2,7,5,7,5,3,7,7,7,3,3,6,3,4,7,7,3,7,7,7,5,5,2,1553810429358136010
4990,39,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,56,0,-999,-999,-999,-999,2,3,2,1,1,2,2,3,1,3,3,2,1,1,3,3,2,1,3,3,3,1,3,1,2,2,3,1,3,3,1,1,3,3,1,3,2,1,3,1,4,2,3,1,4,1,1,3,3,4,2,4,1,4,2,4,4,1,5,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,3,2,2,4,3,2,1,4,6,2,2,4,2,2,4,2,4,2,2,6,2,-4222304326560404735
4991,0,5,50,4,100,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,8,4",-999,51,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,50,0,62,0,61,0,3,3,1,1,2,1,1,2,1,1,2,1,1,1,3,3,2,1,2,3,3,2,3,3,2,2,3,1,3,3,2,2,3,3,2,3,2,1,3,2,4,3,2,2,3,2,3,2,3,3,4,4,2,3,3,3,4,1,4,1,2,1,1,3,1,3,1,1,2,2,1,2,1,5,3,5,6,2,2,7,7,6,2,3,6,7,5,7,4,5,3,4,5,1,2,-2879714154859577697
4992,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,48,0,-999,-999,2,3,2,2,3,2,3,4,2,3,3,2,1,3,3,3,3,2,3,4,4,2,4,2,3,3,4,3,3,4,2,2,3,3,1,4,3,2,4,2,3,3,4,3,2,1,2,1,2,4,2,3,1,2,2,3,2,2,3,2,1,1,1,1,1,1,1,1,3,1,1,2,1,6,4,3,6,5,5,3,4,1,4,6,6,7,6,7,6,6,2,5,4,1,2,-1852555130319553349
4993,66,3,53,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2,5",-999,-999,-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,0,0,-999,-999,-999,-999,4,4,1,1,1,1,2,3,1,4,3,1,1,2,4,4,1,1,3,4,3,2,3,2,2,2,2,2,2,3,2,2,2,1,2,3,3,3,3,3,3,2,4,2,4,1,1,1,4,4,1,3,1,3,1,3,3,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,5,5,5,3,3,4,5,3,1,4,1,2,6,5,7,6,7,6,6,4,3,2,4364702970603828865
4994,0,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,-999,-999,60,0,50,0,3,3,2,2,3,1,1,2,1,4,3,1,1,1,4,3,1,1,3,3,3,1,2,1,2,2,4,1,2,2,1,2,2,2,1,2,2,3,3,1,3,2,2,2,2,1,2,1,1,4,2,3,1,1,1,2,3,1,2,1,2,1,1,1,1,2,1,1,3,1,1,3,1,6,7,7,7,6,6,6,4,1,6,6,7,7,4,6,6,7,7,6,6,4,2,-8063849718766431127
4995,53,3,46,4,60,1,2,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,5,6,8",-999,0,-999,57,58,-999,-999,-999,true,-999,0,0,-999,-999,-999,0,true,0,true,0,true,3,3,2,2,2,2,2,2,1,3,3,2,2,1,3,3,2,1,3,3,3,2,3,3,2,3,2,1,1,3,1,3,3,3,2,2,2,3,3,2,3,2,4,2,4,1,1,3,5,4,4,4,2,3,2,4,4,2,4,2,3,1,1,1,1,1,2,1,1,1,1,1,1,7,7,7,7,7,7,7,7,5,5,7,7,5,7,7,7,5,5,6,7,5,2,8615075381959651945
4996,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,5,8",-999,62,-999,100,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,-999,-999,84,0,64,0,3,4,1,2,1,2,3,1,1,2,2,2,1,3,3,1,2,1,1,2,2,3,3,3,1,3,2,3,4,3,3,4,2,1,1,2,3,4,3,3,2,2,1,3,2,2,1,1,1,3,3,4,1,3,4,1,2,1,2,1,3,1,1,3,1,1,1,1,1,2,1,3,1,6,4,6,7,2,7,4,1,2,2,6,7,7,4,5,7,6,2,3,6,1,2,5424216341620620690
4997,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,49,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,49,0,33,0,11,0,3,4,2,1,3,1,2,3,2,3,2,2,1,1,3,3,2,1,3,3,4,2,3,3,1,3,2,1,1,4,2,2,4,1,1,4,1,1,4,1,4,1,4,1,4,2,1,1,4,3,1,4,1,4,2,3,4,2,3,1,1,1,1,2,1,1,1,1,1,1,1,3,3,7,4,7,7,2,6,5,5,2,3,6,7,7,6,6,5,7,2,5,6,1,2,-7143566141066501357
4998,0,5,50,2,94,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,5,8",-999,0,-999,0,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,73,0,0,0,0,0,4,4,1,1,1,1,2,4,1,3,3,1,1,2,4,2,2,1,3,3,3,2,3,1,1,2,2,2,3,3,3,3,3,2,1,3,2,3,3,1,3,1,3,1,5,3,1,1,1,4,1,3,1,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,6,7,3,4,7,7,1,2,7,7,7,4,4,4,7,3,5,6,6,2,-1294748477022652717
4999,6,4,22,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,5,8",-999,0,-999,61,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,67,0,69,0,64,0,2,2,2,2,3,2,3,3,2,3,3,2,1,1,3,3,3,1,3,3,4,1,4,1,1,3,4,2,1,4,1,1,4,4,1,4,2,2,4,2,2,2,2,3,4,1,3,2,2,4,4,3,1,3,1,4,4,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,6,5,7,7,6,2,3,5,6,7,6,7,7,7,6,6,6,5,2,3681501467374041287
5000,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,44,0,9,0,3,2,2,1,1,1,4,3,2,3,4,2,1,1,3,2,4,1,3,3,3,2,4,2,2,2,4,1,1,3,1,1,4,4,1,3,1,1,4,1,3,3,3,5,3,1,3,1,3,4,3,3,1,3,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,7,6,6,6,7,7,5,1,2,2,6,7,7,7,7,7,7,6,5,6,2,1508014480242213751
5001,0,4,0,4,2,1,2,2,"2,7",3,100,2,2,true,2,7,"2,5",-999,"1,2,3,4,5,6,8",-999,95,0,0,0,-999,-999,-999,0,0,0,0,-999,-999,-999,100,0,100,0,100,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,2,3,3,2,2,3,3,2,3,2,3,2,3,4,2,4,3,3,2,2,2,4,4,2,4,2,4,2,4,4,2,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,6,6,6,5,6,6,6,6,6,5,5,5,6,6,7,7,7,5,6,6,6,2,2407971769746397643
5002,0,5,50,4,41,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"6,8",-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,-999,31,true,3,2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,1,2,3,2,3,3,3,2,2,3,2,1,2,2,3,2,2,2,4,3,4,3,2,5,4,1,4,2,2,3,3,3,4,4,3,4,3,4,1,1,1,2,1,1,1,1,1,1,1,1,1,6,5,6,2,3,2,4,5,2,1,1,7,2,2,7,7,5,3,6,3,3,2,-8535152514267685305
5003,2,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,47,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,57,0,57,0,1,3,2,2,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,2,3,1,3,2,1,1,2,1,1,3,1,2,3,2,2,3,1,2,4,1,3,1,2,2,2,1,1,2,1,3,1,4,1,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,5,5,3,6,7,4,2,4,1,7,3,6,7,4,7,5,7,6,7,6,2,2,8999950361602076295
5004,0,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,52,0,51,0,3,3,2,1,2,1,2,2,1,3,1,1,1,3,3,2,1,1,2,2,1,3,1,3,4,2,3,3,3,2,3,3,2,1,3,2,3,3,1,4,5,3,4,1,2,1,2,1,4,1,3,2,1,2,3,1,2,1,2,1,2,2,1,1,2,3,1,2,3,1,1,3,1,5,5,3,4,3,2,6,1,2,2,6,6,7,2,7,7,2,6,5,3,4,2,-5542961629394746126
5005,100,3,50,1,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,4,3,2,2,1,1,3,4,2,3,4,1,1,2,2,2,2,1,3,4,4,1,4,2,3,2,4,2,1,4,2,2,3,3,2,4,1,1,4,2,5,2,1,1,3,3,2,2,1,4,2,3,1,5,2,3,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,7,7,5,7,7,6,5,6,1,4,5,7,5,7,7,7,7,7,7,6,1,2,4432522620463811589
5006,62,3,58,4,54,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,56,0,45,0,2,1,4,2,1,2,4,2,2,2,4,3,1,1,2,2,2,1,2,2,3,2,4,1,2,4,2,1,2,4,1,1,4,2,2,4,2,1,4,2,5,2,5,3,4,1,3,1,4,5,4,5,1,5,3,3,4,1,5,3,1,2,1,1,1,1,1,1,1,1,1,2,1,7,6,6,7,3,5,7,5,1,2,7,7,6,7,7,6,7,3,7,7,5,2,56571340103537156
5007,0,5,50,4,74,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,55,0,-999,-999,2,2,3,3,2,2,2,1,2,2,2,3,1,2,2,1,2,1,2,2,2,3,2,3,3,2,2,3,3,2,3,2,2,1,2,2,3,4,2,3,3,1,2,2,3,1,2,3,2,2,3,2,1,2,2,2,1,1,2,2,1,2,1,2,3,2,1,2,3,1,2,3,2,2,2,4,4,1,2,2,2,3,5,2,4,4,2,5,2,5,3,4,4,3,2,2000476449003981942
5008,69,4,68,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,0,-999,-999,-999,-999,3,3,1,1,1,2,2,3,1,2,4,2,1,1,3,3,2,1,3,3,3,2,3,1,2,3,3,1,1,3,1,2,3,4,1,3,2,2,4,2,3,1,4,3,5,1,1,1,3,4,1,3,1,3,1,3,3,1,5,1,2,2,2,1,1,1,1,1,3,2,1,1,1,2,2,2,1,3,2,1,4,3,2,6,7,4,7,7,4,7,4,6,7,1,2,7771710617847888602
5009,17,5,50,4,89,2,2,2,2,4,82,2,0,true,-999,4,"1,2,3",-999,"1,2,4,8,3",-999,0,0,-999,-999,-999,-999,-999,true,0,-999,-999,-999,-999,-999,0,0,38,0,37,0,3,3,2,2,2,2,1,2,1,2,3,2,2,3,2,3,1,3,2,2,4,2,4,1,2,3,3,2,2,3,2,1,3,2,2,3,3,1,3,4,3,3,2,4,3,5,1,1,3,3,2,2,3,3,4,2,1,2,2,1,3,1,1,2,1,1,1,1,2,1,1,2,2,3,6,4,3,5,3,6,4,2,2,1,5,6,7,7,5,6,2,6,5,4,2,8849657475130925583
5010,0,5,50,4,100,1,2,2,2,5,72,2,0,0,-999,4,1,-999,"1,8,3,4,2",-999,21,18,-999,-999,-999,-999,-999,true,0,-999,-999,-999,-999,-999,0,0,72,0,80,0,3,3,2,1,2,2,2,2,3,2,2,3,2,3,3,2,3,3,2,2,3,2,2,2,3,2,3,3,2,3,3,3,2,3,2,3,4,2,3,1,4,2,3,3,3,2,4,2,4,3,3,2,1,4,2,4,4,4,5,3,1,1,1,2,3,2,1,2,2,1,1,1,1,6,6,6,6,5,5,7,7,5,2,3,6,5,5,7,6,5,7,7,7,7,2,458324559133178808
5011,4,5,50,4,57,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,5,8",-999,0,-999,62,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,0,0,23,0,21,0,4,4,2,2,3,2,3,3,3,3,2,2,1,2,3,3,2,1,3,3,3,3,2,2,2,3,2,2,2,2,3,3,2,2,3,2,2,4,1,2,4,3,4,4,4,2,3,4,4,3,4,4,2,2,3,3,3,2,3,2,3,2,1,2,2,1,2,1,2,1,2,2,1,5,5,6,3,4,4,6,5,2,2,2,2,4,4,4,5,4,5,5,6,1,2,-830137968645688472
5012,5,5,50,4,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,0,0,38,0,0,0,3,4,1,4,2,1,1,2,1,3,3,1,1,2,3,1,2,2,2,3,2,2,2,1,3,1,2,2,1,1,1,2,3,3,4,1,2,2,3,2,3,1,4,1,3,1,1,3,3,2,2,3,1,4,1,4,4,1,3,1,3,2,1,1,2,2,2,2,1,1,1,1,3,3,6,6,3,6,6,7,7,2,2,1,4,7,5,6,7,4,7,7,3,7,2,-6851388487652282662
5013,0,5,50,5,50,1,2,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,6,8",-999,-999,-999,-999,54,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,55,0,24,0,4,4,1,1,4,1,1,2,1,3,4,1,1,1,4,4,1,1,4,4,4,3,4,3,2,2,4,2,3,4,3,2,4,4,2,3,2,1,4,2,3,1,3,1,3,1,1,1,1,5,2,3,1,3,1,3,2,1,2,1,1,1,1,1,3,1,1,2,2,1,1,1,2,5,7,6,7,5,7,7,7,4,3,7,7,7,7,7,7,5,5,7,6,1,2,-6541802072434646607
5014,0,5,50,4,48,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,0,69,0,2,1,3,2,2,3,2,1,3,2,2,3,2,2,2,1,2,1,2,2,2,3,1,2,3,1,2,2,4,2,2,4,1,1,2,1,4,4,3,3,3,3,1,3,2,2,2,1,2,3,4,3,2,3,3,3,2,2,2,2,3,1,1,2,2,2,1,1,2,3,1,3,1,3,5,7,7,1,1,4,1,1,4,2,4,6,1,4,3,3,2,2,2,4,2,-131021113861200284
5015,0,5,50,4,56,1,2,2,2,1,100,2,0,true,-999,7,1,-999,"1,4,8",-999,20,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,-999,-999,100,0,69,0,1,1,3,1,1,2,4,2,4,1,4,2,1,2,1,2,2,4,1,2,2,4,1,3,3,1,1,4,3,2,2,4,1,2,3,1,4,1,2,4,5,4,2,1,2,1,4,2,1,1,3,5,1,4,3,4,1,2,4,5,1,3,1,1,1,1,1,1,3,1,2,1,2,1,3,6,5,1,3,6,6,1,2,1,6,7,4,6,5,1,5,2,7,1,2,9203003955732089111
5016,27,4,52,3,73,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"8,4",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,51,0,28,0,3,2,2,2,2,2,2,2,2,3,2,2,1,3,3,2,2,3,2,2,3,2,3,3,3,3,3,2,4,3,3,4,2,2,2,1,3,2,2,3,2,4,2,4,2,5,4,2,1,2,2,3,3,3,2,3,2,1,3,4,3,3,1,2,2,2,1,1,2,2,2,3,1,5,3,6,6,2,5,1,5,1,7,6,4,4,5,6,5,5,3,4,3,2,2,-2556076871142210536
5017,12,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,50,0,0,0,2,1,3,3,1,3,4,2,2,2,2,2,2,3,2,1,3,1,1,2,3,2,3,2,2,3,3,2,3,3,2,2,3,2,2,3,3,3,2,2,2,4,1,4,2,4,4,1,2,1,5,3,4,1,4,1,1,1,3,3,3,3,1,3,1,3,1,1,2,3,1,3,3,5,6,4,6,2,3,5,4,3,3,2,6,6,2,6,5,6,2,5,4,1,2,-7824190766518530557
5018,5,5,50,2,99,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,53,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,48,0,53,0,52,0,3,3,2,1,1,2,2,3,2,3,3,2,1,2,3,3,2,2,3,3,4,2,4,1,1,2,2,1,3,4,1,3,2,1,2,3,3,3,4,1,5,1,5,1,3,1,1,1,3,4,1,3,1,3,4,3,4,1,3,3,2,1,1,2,2,2,2,2,1,1,1,3,1,7,6,5,7,2,7,4,4,1,6,7,7,7,4,7,4,7,3,6,7,2,2,-6543282790731346544
5019,28,4,49,5,50,1,2,2,2,1,32,2,50,0,-999,5,"1,2",-999,"1,8",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,2,4,3,2,3,4,1,4,2,2,4,4,2,2,2,4,1,1,2,4,4,4,2,1,1,3,2,4,4,2,1,4,1,1,3,4,4,3,3,3,5,5,5,1,1,5,2,5,2,5,2,3,2,4,1,4,5,5,5,1,1,1,1,1,1,1,1,2,1,1,3,1,7,2,7,7,1,7,7,4,1,5,7,6,7,5,7,6,3,1,7,3,1,2,7292574176191257970
5020,0,5,50,5,50,1,2,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,5,6,8",-999,57,-999,0,80,-999,-999,-999,0,-999,0,0,-999,-999,-999,0,0,25,0,21,0,1,2,4,3,2,2,4,2,4,1,2,4,2,3,1,2,3,2,1,1,2,4,2,3,3,1,1,4,4,1,4,4,2,2,3,2,4,4,2,3,5,4,3,3,2,4,4,3,3,2,4,3,3,3,5,2,3,2,4,5,3,1,1,1,1,2,1,1,2,2,1,2,2,3,5,3,4,2,3,3,3,2,2,3,4,7,1,6,6,3,2,2,3,1,2,2794115755456618945
5021,0,5,50,4,49,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,-999,-999,45,0,34,0,2,3,4,2,2,4,4,2,1,1,3,4,2,4,2,2,3,4,1,2,3,2,3,1,2,3,1,2,2,4,4,2,3,1,1,3,2,2,2,3,2,3,2,3,2,3,2,4,3,3,5,2,2,3,4,1,1,3,3,1,3,1,1,2,1,2,1,1,2,1,1,2,3,4,4,4,7,2,5,5,4,3,1,1,7,7,4,7,5,7,5,5,6,7,2,-3597105450622201233
5022,14,4,50,5,50,2,2,2,2,10,100,2,59,0,-999,1,5,-999,"1,2,3,4,8",-999,61,0,-999,-999,-999,-999,-999,0,0,-999,-999,-999,-999,-999,89,0,25,0,50,0,4,4,1,1,4,1,2,4,1,4,4,2,1,2,4,3,1,1,4,4,4,2,4,1,1,3,2,1,2,4,1,1,4,4,1,4,2,4,4,1,5,1,5,2,4,1,1,1,4,5,2,4,1,3,2,4,3,2,4,2,1,1,1,1,1,1,1,1,2,1,1,1,2,6,6,4,6,7,7,7,7,6,4,4,5,7,7,7,7,7,7,7,7,4,2,1523280647235157696
5023,0,5,50,4,0,2,2,2,"1,2",10,100,2,0,true,1,1,"5,7",-999,"1,2,3,4,8,9",-999,99,0,-999,-999,-999,0,-999,0,true,-999,-999,-999,true,-999,23,true,0,true,41,0,2,2,2,2,1,1,2,2,2,3,3,2,1,2,3,3,2,1,3,3,3,1,4,1,2,3,4,2,1,3,2,2,3,2,2,3,3,1,4,2,4,2,3,2,4,1,2,1,3,5,1,3,1,3,2,3,3,1,4,1,2,1,2,3,1,1,1,1,2,2,1,2,2,4,5,2,6,6,6,4,4,3,5,2,5,6,5,5,6,6,7,6,5,6,2,6986997805311922848
5024,0,5,50,3,79,1,2,2,"1,2,3",30,100,1,86,0,1,1,"1,2,3,5,7",-999,"1,2,3,4,5,8,9",-999,100,0,0,-999,-999,0,-999,0,0,0,-999,-999,true,-999,0,0,63,0,0,0,3,2,2,2,2,2,2,3,1,2,3,1,1,3,2,2,2,1,3,3,3,2,3,1,2,4,2,2,2,3,2,2,3,3,1,3,2,1,1,2,4,3,5,2,5,1,2,1,4,4,2,4,2,5,1,4,3,2,3,2,1,1,1,1,2,2,1,1,1,1,1,1,2,6,7,5,7,4,7,7,7,4,4,6,7,7,7,6,6,4,4,7,5,7,2,2750028656531600811
